"","ateneo","classe_di_laurea","corso_di_studio","year","Topic","regione","numero_di_università_reg"
"662","Luiss Guido Carli","LM-77","MANAGEMENT E POLITICA GLOBALE",2022,"Internet Of Things","Lazio",11
"663","Luiss Guido Carli","LM-91","DATA SCIENCE E MANAGEMENT",2022,"Data Science","Lazio",11
"664","Luiss Guido Carli","LM-91","DATA SCIENCE E MANAGEMENT",2022,"Data Analytics","Lazio",11
"665","Luiss Guido Carli","LM-91","DATA SCIENCE E MANAGEMENT",2022,"Machine Learning","Lazio",11
"666","Luiss Guido Carli","LM/SC-GIUR","DIRITTO, INNOVAZIONE DIGITALE E SOSTENIBILITA'",2022,"Soft Skills","Lazio",11
"667","Luiss Guido Carli","LM/SC-GIUR","DIRITTO, INNOVAZIONE DIGITALE E SOSTENIBILITA'",2022,"Internet Of Things","Lazio",11
"668","Luiss Guido Carli","LM/SC-GIUR","DIRITTO, INNOVAZIONE DIGITALE E SOSTENIBILITA'",2022,"Machine Learning","Lazio",11
"669","Luiss Guido Carli","LM/SC-GIUR","DIRITTO, INNOVAZIONE DIGITALE E SOSTENIBILITA'",2022,"Blockchain","Lazio",11
"670","Luiss Guido Carli","LM/SC-GIUR","DIRITTO, INNOVAZIONE DIGITALE E SOSTENIBILITA'",2022,"Big Data","Lazio",11
"671","Luiss Guido Carli","LM/SC-GIUR","DIRITTO, INNOVAZIONE DIGITALE E SOSTENIBILITA'",2022,"Sustainable Development Goals","Lazio",11
"672","Luiss Guido Carli","LM/SC-GIUR","DIRITTO, INNOVAZIONE DIGITALE E SOSTENIBILITA'",2022,"Economia Circolare","Lazio",11
"673","Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA","L-31","Tecniche informatiche per la gestione dei dati",2022,"Machine Learning","Lazio",11
"674","Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA","L-31","Tecniche informatiche per la gestione dei dati",2022,"Analytics","Lazio",11
"675","Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA","L-36","Scienze politiche e internazionali",2022,"Soft Skills","Lazio",11
"676","Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA","LM-52","Relazioni internazionali",2022,"Soft Skills","Lazio",11
"677","Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA","LM-62","Politiche, Amministrazioni e Innovazione",2022,"Big Data","Lazio",11
"678","Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA","LM-62","Politiche, Amministrazioni e Innovazione",2022,"Soft Skills","Lazio",11
"679","Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA","LM-77","Economia e management",2022,"Soft Skills","Lazio",11
"680","Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA","LM-91","Comunicazione, innovazione ed experience design",2022,"Service Design","Lazio",11
"681","SALENTO","L-9","INGEGNERIA PER L'INDUSTRIA SOSTENIBILE",2022,"Economia Circolare","Puglia",7
"682","SALENTO","L-18","Management Digitale",2022,"Big Data","Puglia",7
"683","SALENTO","L-32","Sviluppo sostenibile e cambiamenti climatici",2022,"Green","Puglia",7
"684","SALENTO","L-32","Sviluppo sostenibile e cambiamenti climatici",2022,"Economia Circolare","Puglia",7
"685","SALENTO","LMG/01","GIURISPRUDENZA",2022,"Green","Puglia",7
"686","SALENTO","LM-6","Coastal and Marine Biology and Ecology (Biologia ed Ecologia Costiera e Marina)",2022,"Priority","Puglia",7
"687","SALENTO","LM-31","MANAGEMENT ENGINEERING - INGEGNERIA GESTIONALE",2022,"Business Analytics","Puglia",7
"688","SALENTO","LM-31","MANAGEMENT ENGINEERING - INGEGNERIA GESTIONALE",2022,"Data Management","Puglia",7
"689","SALENTO","LM-32","INGEGNERIA INFORMATICA",2022,"Internet Of Things","Puglia",7
"690","SALENTO","LM-40","Matematica",2022,"Big Data","Puglia",7
"691","SALENTO","LM-40","Matematica",2022,"Machine Learning","Puglia",7
"692","SALENTO","LM-41","Medicina e chirurgia",2022,"Big Data","Puglia",7
"693","SALENTO","LM-41","Medicina e chirurgia",2022,"Malattie Rare","Puglia",7
"694","SALENTO","LM-41","Medicina e chirurgia",2022,"Machine Learning","Puglia",7
"695","SALENTO","LM-75","SCIENZE AMBIENTALI",2022,"Green","Puglia",7
"696","SALENTO","LM-81","Scienze per la Cooperazione Internazionale",2022,"Sustainable Development Goals","Puglia",7
"697","SALENTO","LM-53.","MATERIALS ENGINEERING AND NANOTECHNOLOGY - INGEGNERIA DEI MATERIALI E NANOTECNOLOGIE",2022,"Sustainability","Puglia",7
"698","SALERNO","L-29","Tecniche Erboristiche",2022,"Nutraceutica","Puglia",7
"699","SALERNO","L-29","Farmaceutica e Nutraceutica Animale",2022,"Nutraceutica","Puglia",7
"700","SALERNO","L-41","Statistica per i Big Data",2022,"Big Data","Puglia",7
"701","SALERNO","L-41","Statistica per i Big Data",2022,"Data Science","Puglia",7
"702","SALERNO","LM-29","Ingegneria Elettronica",2022,"Internet Delle Cose","Puglia",7
"703","SALERNO","LM-32","Ingegneria dell'Informazione per la Medicina Digitale",2022,"Machine Learning","Puglia",7
"704","SALERNO","LM-32","Ingegneria dell'Informazione per la Medicina Digitale",2022,"Data Analytics","Puglia",7
"705","SALERNO","LM-32","Ingegneria informatica",2022,"Machine Learning","Puglia",7
"706","SALERNO","LM-33","Ingegneria per l'Industria Intelligente",2022,"Big Data","Puglia",7
"707","SALERNO","LM-33","Ingegneria per l'Industria Intelligente",2022,"Artificial Intelligence","Puglia",7
"708","SALERNO","LM-33","Ingegneria per l'Industria Intelligente",2022,"Internet Of Things","Puglia",7
"709","SALERNO","LM-33","Ingegneria per l'Industria Intelligente",2022,"Machine Learning","Puglia",7
"710","SALERNO","LM-69","Innovazioni per le produzioni agrarie mediterranee",2022,"Bioeconomia","Puglia",7
"711","SALERNO","LM Data","Data Science e Gestione dell'Innovazione",2022,"Big Data","Puglia",7
"712","SALERNO","LM Data","Data Science e Gestione dell'Innovazione",2022,"Data Science","Puglia",7
"713","SALERNO","LM Data","Data Science e Gestione dell'Innovazione",2022,"Artificial Intelligence","Puglia",7
"714","SALERNO","LM Data","Data Science e Gestione dell'Innovazione",2022,"Analytics","Puglia",7
"715","SASSARI","LM-6","Biologia",2022,"Soft Skills","Sardegna",2
"716","SASSARI","LM-61","Scienze dell'Alimentazione, Salute e Benessere dell'Uomo",2022,"Nutraceutica","Sardegna",2
"717","SASSARI","LM-77","Management dell'innovazione per il turismo sostenibile",2022,"Soft Skills","Sardegna",2
"718","SASSARI","LM-77","Management dell'innovazione per il turismo sostenibile",2022,"Digital Marketing","Sardegna",2
"719","SIENA","L-8","Ingegneria gestionale",2022,"Economia Circolare","Toscana",4
"720","SIENA","L-18","Economia e Management",2022,"Soft Skills","Toscana",4
"721","SIENA","L-18","Economia e commercio",2022,"Soft Skills","Toscana",4
"722","SIENA","L-27","Scienze chimiche",2022,"Soft Skills","Toscana",4
"723","SIENA","L-P02","Agribusiness",2022,"Soft Skills","Toscana",4
"724","SIENA","LM-8","Biotecnologie Industriali Farmaceutiche Sostenibili",2022,"Big Data","Toscana",4
"725","SIENA","LM-8","Biotecnologie Industriali Farmaceutiche Sostenibili",2022,"Economia Circolare","Toscana",4
"726","SIENA","LM-8","Biotecnologie Industriali Farmaceutiche Sostenibili",2022,"Bioeconomia","Toscana",4
"727","SIENA","LM-8","Biotecnologie Industriali Farmaceutiche Sostenibili",2022,"Soft Skills","Toscana",4
"728","SIENA","LM-8","Biotecnologie Industriali Farmaceutiche Sostenibili",2022,"Ethics","Toscana",4
"729","SIENA","LM-8","Biotecnologie Industriali Farmaceutiche Sostenibili",2022,"Digital Transformation","Toscana",4
"730","SIENA","LM-9","Biotecnologie della Riproduzione Umana",2022,"Soft Skills","Toscana",4
"731","SIENA","LM-13","Farmacia",2022,"Nutraceutica","Toscana",4
"732","SIENA","LM-32","Ingegneria dell'Intelligenza Artificiale e dell'Automazione",2022,"Artificial Intelligence","Toscana",4
"733","SIENA","LM-46","Odontoiatria e protesi dentaria",2022,"Soft Skills","Toscana",4
"734","SIENA","LM-54","Chimica",2022,"Soft Skills","Toscana",4
"735","SIENA","LM-77","Management e Governance",2022,"Soft Skills","Toscana",4
"736","SIENA","LM-77","Ragioneria e gestione aziendale internazionale",2022,"Soft Skills","Toscana",4
"737","Stranieri di SIENA","L-10","Lingua, letteratura, arti italiane in prospettiva internazionale",2022,"Digital Humanities","Toscana",4
"738","TERAMO","L-36","Scienze Politiche",2022,"Soft Skills","Abruzzo",3
"739","TERAMO","L-P02","Intensificazione sostenibile delle produzioni ortofrutticole di qualità",2022,"Agricoltura Di Precisione","Abruzzo",3
"740","TERAMO","LM-9","Biotecnologie avanzate",2022,"Big Data","Abruzzo",3
"741","TORINO","L-18","MANAGEMENT DELL'INFORMAZIONE E DELLA COMUNICAZIONE AZIENDALE",2022,"Soft Skills","Piemonte",3
"742","TORINO","L-33","Economia e Statistica per le Organizzazioni",2022,"Green","Piemonte",3
"743","TORINO","L-33","Economia e Statistica per le Organizzazioni",2022,"Soft Skills","Piemonte",3
"744","TORINO","LM-5","SCIENZE DEL LIBRO, DEL DOCUMENTO, DEL PATRIMONIO CULTURALE",2022,"Digital Humanities","Piemonte",3
"745","TORINO","LM-40","STOCHASTICS AND DATA SCIENCE",2022,"Data Science","Piemonte",3
"746","TORINO","LM-40","STOCHASTICS AND DATA SCIENCE",2022,"Big Data","Piemonte",3
"747","TORINO","LM-40","STOCHASTICS AND DATA SCIENCE",2022,"Machine Learning","Piemonte",3
"748","TORINO","LM-43","Tecnologie del Linguaggio e Umanistica Digitale",2022,"Digital Humanities","Piemonte",3
"749","TORINO","LM-53","Scienza dei Materiali",2022,"Machine Learning","Piemonte",3
"750","TORINO","LM-56","ECONOMIA DELL'AMBIENTE, DELLA CULTURA E DEL TERRITORIO",2022,"Economia Circolare","Piemonte",3
"751","TORINO","LM-56","ECONOMIA DELL'AMBIENTE, DELLA CULTURA E DEL TERRITORIO",2022,"Green Economy","Piemonte",3
"752","TORINO","LM-69","Scienze agrarie",2022,"Agricoltura Di Precisione","Piemonte",3
"753","TORINO","LM-77","AMMINISTRAZIONE AZIENDALE",2022,"Soft Skills","Piemonte",3
"754","TORINO","LM-77","AMMINISTRAZIONE AZIENDALE",2022,"Big Data","Piemonte",3
"755","TORINO","LM-77","AMMINISTRAZIONE E GESTIONE DIGITALE DELLE AZIENDE",2022,"Digital Transformation","Piemonte",3
"756","TORINO","LM-80","Geografia e scienze territoriali",2022,"Data Science","Piemonte",3
"757","Politecnico di TORINO","L-7","Ingegneria civile e ambientale",2022,"Economia Circolare","Piemonte",3
"758","Politecnico di TORINO","L-7","Ingegneria per l'ambiente e il territorio",2022,"Economia Circolare","Piemonte",3
"759","Politecnico di TORINO","L-9","Ingegneria dell'autoveicolo",2022,"Motori Elettrici","Piemonte",3
"760","Politecnico di TORINO","L-9","Ingegneria dei materiali",2022,"Motori Elettrici","Piemonte",3
"761","Politecnico di TORINO","L-9","Ingegneria dei materiali",2022,"Soft Skills","Piemonte",3
"762","Politecnico di TORINO","LM-4","Architettura Costruzione Città",2022,"Sustainable Development Goals","Piemonte",3
"763","Politecnico di TORINO","LM-4","Architettura Costruzione Città",2022,"Building Information Modeling","Piemonte",3
"764","Politecnico di TORINO","LM-25","Mechatronic Engineering (Ingegneria meccatronica)",2022,"Mobilità Elettrica","Piemonte",3
"765","Politecnico di TORINO","LM-29","Ingegneria elettronica",2022,"Soft Skills","Piemonte",3
"766","Politecnico di TORINO","LM-29","Nanotechnologies for ICTs (Nanotecnologie per le ICT)",2022,"Internet Of Things","Piemonte",3
"767","Politecnico di TORINO","LM-31","Ingegneria gestionale",2022,"Data Analytics","Piemonte",3
"768","Politecnico di TORINO","LM-31","Ingegneria gestionale",2022,"Sustainability","Piemonte",3
"769","Politecnico di TORINO","LM-32","Data Science e ingegneria",2022,"Data Science","Piemonte",3
"770","Politecnico di TORINO","LM-32","Data Science e ingegneria",2022,"Machine Learning","Piemonte",3
"771","Politecnico di TORINO","LM-32","Ingegneria informatica",2022,"Cloud","Piemonte",3
"772","Politecnico di TORINO","LM-32","Ingegneria informatica",2022,"Data Analytics","Piemonte",3
"773","Politecnico di TORINO","LM-32","Ingegneria informatica",2022,"Data Science","Piemonte",3
"774","Politecnico di TORINO","LM-32","Ingegneria informatica",2022,"Cloud Computing","Piemonte",3
"775","Politecnico di TORINO","LM-32","Ingegneria informatica",2022,"Cybersecurity","Piemonte",3
"776","Politecnico di TORINO","LM-32","Ingegneria informatica",2022,"Machine Learning","Piemonte",3
"777","Politecnico di TORINO","LM-32","Ingegneria informatica",2022,"Deep Learning","Piemonte",3
"778","Politecnico di TORINO","LM-32","Ingegneria informatica",2022,"Big Data","Piemonte",3
"779","Politecnico di TORINO","LM-48","Pianificazione territoriale, urbanistica e paesaggistico-ambientale",2022,"Sustainable Development Goals","Piemonte",3
"780","Politecnico di TORINO","LM-91","Competenze digitali per transizioni sociali sostenibili",2022,"Big Data","Piemonte",3
"781","Politecnico di TORINO","LM-91","Competenze digitali per transizioni sociali sostenibili",2022,"Machine Learning","Piemonte",3
"782","Politecnico di TORINO","LM-91","Competenze digitali per transizioni sociali sostenibili",2022,"Cloud Computing","Piemonte",3
"783","Politecnico di TORINO","LM-91","Competenze digitali per transizioni sociali sostenibili",2022,"Internet Of Things","Piemonte",3
"784","Politecnico di TORINO","LM-91","Competenze digitali per transizioni sociali sostenibili",2022,"Data Analytics","Piemonte",3
"785","Politecnico di TORINO","LM-53.","Ingegneria dei materiali per l'Industria 4.0",2022,"Economia Circolare","Piemonte",3
"786","Politecnico di TORINO","LM-53.","Ingegneria dei materiali per l'Industria 4.0",2022,"Soft Skills","Piemonte",3
"787","TRENTO","L-8","Ingegneria Informatica, delle Comunicazioni ed Elettronica",2022,"Data Science","Trentino-Alto Adige",2
"788","TRENTO","LM-8","Biologia Quantitativa e Computazionale",2022,"Machine Learning","Trentino-Alto Adige",2
"789","TRENTO","LM-32","Sistemi di Intelligenza Artificiale",2022,"Artificial Intelligence","Trentino-Alto Adige",2
"790","TRENTO","LM-32","Sistemi di Intelligenza Artificiale",2022,"Machine Learning","Trentino-Alto Adige",2
"791","TRENTO","LM-62","Studi globali e locali",2022,"Soft Skills","Trentino-Alto Adige",2
"792","TRENTO","LM-91","DATA SCIENCE",2022,"Data Science","Trentino-Alto Adige",2
"793","TRENTO","LM-53.","Ingegneria dei Materiali",2022,"Economia Circolare","Trentino-Alto Adige",2
"794","TRIESTE","L-31","Intelligenza artificiale e data analytics",2022,"Data Analytics","Friuli-Venezia Giulia",2
"795","TRIESTE","LM-44","DATA SCIENCE AND SCIENTIFIC COMPUTING",2022,"Internet Of Things","Friuli-Venezia Giulia",2
"796","TRIESTE","LM-44","DATA SCIENCE AND SCIENTIFIC COMPUTING",2022,"Data Science","Friuli-Venezia Giulia",2
"797","TRIESTE","LM-44","DATA SCIENCE AND SCIENTIFIC COMPUTING",2022,"Machine Learning","Friuli-Venezia Giulia",2
"798","TRIESTE","LM-44","DATA SCIENCE AND SCIENTIFIC COMPUTING",2022,"Big Data","Friuli-Venezia Giulia",2
"799","TRIESTE","LM-44","DATA SCIENCE AND SCIENTIFIC COMPUTING",2022,"Data Analytics","Friuli-Venezia Giulia",2
"800","TUSCIA","L-4","Design per l'Industria Sostenibile e il Territorio",2022,"Internet Delle Cose","Lazio",11
"801","TUSCIA","L-4","Design per l'Industria Sostenibile e il Territorio",2022,"Economia Circolare","Lazio",11
"802","TUSCIA","LM-7","Biotecnologie per la sicurezza e la qualita' agro-alimentare",2022,"Nutraceutica","Lazio",11
"803","TUSCIA","LM-8","Biotecnologie industriali per la salute e il benessere",2022,"Economia Circolare","Lazio",11
"804","TUSCIA","LM-62","Scienze della politica, della sicurezza internazionale e della comunicazione pubblica",2022,"Cybersecurity","Lazio",11
"805","TUSCIA","LM-69","Gestione digitale dell’agricoltura e del territorio montano",2022,"Big Data","Lazio",11
"806","TUSCIA","LM-69","Gestione digitale dell’agricoltura e del territorio montano",2022,"Agricoltura Di Precisione","Lazio",11
"807","TUSCIA","LM-73","Scienze Forestali e Ambientali",2022,"Green","Lazio",11
"808","TUSCIA","LM-76","ECONOMIA CIRCOLARE",2022,"Green Economy","Lazio",11
"809","TUSCIA","LM-76","ECONOMIA CIRCOLARE",2022,"Economia Circolare","Lazio",11
"810","TUSCIA","LM-76","ECONOMIA CIRCOLARE",2022,"Green","Lazio",11
"811","TUSCIA","LM-77","Marketing e qualità",2022,"Digital Transformation","Lazio",11
"812","TUSCIA","LM-90","Sicurezza e diritti umani",2022,"Green Economy","Lazio",11
"813","TUSCIA","LM-90","Sicurezza e diritti umani",2022,"Sustainability","Lazio",11
"814","TUSCIA","LM-90","Sicurezza e diritti umani",2022,"Green","Lazio",11
"815","TUSCIA","LM-91","Informazione digitale",2022,"Big Data","Lazio",11
"816","TUSCIA","LM-91","Informazione digitale",2022,"Digital Marketing","Lazio",11
"817","UDINE","L-20","Scienze e tecnologie multimediali",2022,"Internet Of Things","Friuli-Venezia Giulia",2
"818","UDINE","L-31","Internet of Things, Big Data, Machine Learning",2022,"Internet Of Things","Friuli-Venezia Giulia",2
"819","UDINE","L-31","Internet of Things, Big Data, Machine Learning",2022,"Big Data","Friuli-Venezia Giulia",2
"820","UDINE","L-31","Internet of Things, Big Data, Machine Learning",2022,"Machine Learning","Friuli-Venezia Giulia",2
"821","UDINE","L-31","Internet of Things, Big Data, Machine Learning",2022,"Cloud","Friuli-Venezia Giulia",2
"822","UDINE","LM-7","Biotecnologie molecolari",2022,"Nutraceutica","Friuli-Venezia Giulia",2
"823","UDINE","LM-18","Artificial Intelligence & Cybersecurity",2022,"Artificial Intelligence","Friuli-Venezia Giulia",2
"824","UDINE","LM-18","Artificial Intelligence & Cybersecurity",2022,"Cybersecurity","Friuli-Venezia Giulia",2
"825","UDINE","LM-18","Artificial Intelligence & Cybersecurity",2022,"Machine Learning","Friuli-Venezia Giulia",2
"826","UDINE","LM-18","Artificial Intelligence & Cybersecurity",2022,"Deep Learning","Friuli-Venezia Giulia",2
"827","UDINE","LM-18","Comunicazione Multimediale e Tecnologie dell'Informazione",2022,"Machine Learning","Friuli-Venezia Giulia",2
"828","UDINE","LM-31","Ingegneria gestionale",2022,"Analytics","Friuli-Venezia Giulia",2
"829","UDINE","LM-35","Ingegneria per l'ambiente, il territorio e la protezione civile",2022,"Sustainable Development Goals","Friuli-Venezia Giulia",2
"830","UDINE","LM-77","Marketing, Gestione ed organizzazione Internazionali",2022,"Big Data","Friuli-Venezia Giulia",2
"831","Urbino Carlo Bo","L-31","Informatica Applicata",2022,"Cloud","Marche",4
"832","Urbino Carlo Bo","LM-18","Informatica Applicata",2022,"Internet Of Things","Marche",4
"833","Urbino Carlo Bo","LM-18","Informatica Applicata",2022,"Cloud","Marche",4
"834","Urbino Carlo Bo","LM-18","Informatica Applicata",2022,"Big Data","Marche",4
"835","Urbino Carlo Bo","LM-18","Informatica Applicata",2022,"Cybersecurity","Marche",4
"836","Urbino Carlo Bo","LM-18","Informatica Applicata",2022,"Machine Learning","Marche",4
"837","Urbino Carlo Bo","LM-18","Informatica Applicata",2022,"Cloud Computing","Marche",4
"838","VALLE D'AOSTA","LM-56","Economia e politiche del territorio e dell'impresa",2022,"Green Economy","Valle D'Aosta",1
"839","""Ca' Foscari"" VENEZIA","LM-8","Biotecnologie per l'ambiente e lo sviluppo sostenibile",2022,"Economia Circolare","Veneto",4
"840","""Ca' Foscari"" VENEZIA","LM-44","Ingegneria Fisica",2022,"Soft Skills","Veneto",4
"841","""Ca' Foscari"" VENEZIA","LM-75","Scienze Ambientali",2022,"Green","Veneto",4
"842","""Ca' Foscari"" VENEZIA","LM-91","Analisi dei dati per il business e la società",2022,"Flipped Classroom","Veneto",4
"843","Università IUAV di VENEZIA","L-4","Design",2022,"Economia Circolare","Veneto",4
"844","Università IUAV di VENEZIA","L-4","Design",2022,"Green","Veneto",4
"845","Università IUAV di VENEZIA","LM-48","Urbanistica e Pianificazione del Territorio",2022,"Sustainable Development Goals","Veneto",4
"846","Università IUAV di VENEZIA","LM-48","Urbanistica e Pianificazione del Territorio",2022,"Green","Veneto",4
"847","VERONA","L-5","Filosofia",2022,"Genealogia","Veneto",4
"848","VERONA","L-11","Lingue e letterature per l'editoria e i media digitali",2022,"Digital Humanities","Veneto",4
"849","VERONA","L-14","Servizi giuridici per imprese, amministrazioni e no-profit",2022,"Soft Skills","Veneto",4
"850","VERONA","L-18","Economia e innovazione aziendale",2022,"Soft Skills","Veneto",4
"851","VERONA","L-33","Economia e commercio",2022,"Data Analytics","Veneto",4
"852","VERONA","L-33","Economia e commercio",2022,"Big Data","Veneto",4
"853","VERONA","L/SNT4","Assistenza sanitaria (abilitante alla professione sanitaria di Assistente sanitario)",2022,"Fake News","Veneto",4
"854","VERONA","LM-8","Biotecnologie per le biorisorse e lo sviluppo ecosostenibile",2022,"Diritto Della Proprietà Intellettuale","Veneto",4
"855","VERONA","LM-18","Intelligenza artificiale",2022,"Artificial Intelligence","Veneto",4
"856","VERONA","LM-18","Intelligenza artificiale",2022,"Machine Learning","Veneto",4
"857","VERONA","LM-18","Intelligenza artificiale",2022,"Deep Learning","Veneto",4
"858","VERONA","LM-18","Intelligenza artificiale",2022,"Cloud","Veneto",4
"859","VERONA","LM-32","Ingegneria informatica per la robotica e l'industria intelligente",2022,"Data Science","Veneto",4
"860","VERONA","LM-37","Lingue, letterature e cultura digitale",2022,"Digital Humanities","Veneto",4
"861","VERONA","LM-56","Economia e Analisi dei Dati",2022,"Analisi Delle Serie Storiche","Veneto",4
"862","VERONA","LM-77","Management e strategia d'impresa",2022,"Flipped Classroom","Veneto",4
"863","VERONA","LM-78","Scienze filosofiche",2022,"Genealogia","Veneto",4
"864","VERONA","LM-91","Data Science",2022,"Data Science","Veneto",4
"865","VERONA","LM-91","Data Science",2022,"Big Data","Veneto",4
"866","VERONA","LM-91","Data Science",2022,"Machine Learning","Veneto",4
"867","Napoli Federico II","LM-71","Chimica Industriale per l'Economia Circolare e la Bioeconomia",2022,"Bioeconomia","Campania",10
"868","Napoli Federico II","LM-91","Data Science",2022,"Data Science","Campania",10
"869","PADOVA","LM-71","Chimica e tecnologie sostenibili per l'economia circolare",2022,"Economia Circolare","Lombardia",13
"870","Politecnica delle MARCHE","LM-56","DATA SCIENCE PER L'ECONOMIA E LE IMPRESE",2022,"Data Science","Marche",4
"871","BARI","L-3","DAMS - Discipline dell'audiovisivo, della musica e dello spettacolo",2022,"Marketing Digitale","Puglia",7
"872","BARI","LM-5","Patrimonio digitale. Musei, Archivi, Biblioteche",2022,"Competenze Digitali","Puglia",7
"873","BARI","LM-77","Gestione Strategica e Marketing Digitale",2022,"Marketing Digitale","Puglia",7
"874","BARI","LM-77","Innovazione, Governance e Sostenibilità",2022,"Trasformazione Digitale","Puglia",7
"875","BARI","LM-91","Data Science",2022,"Things","Puglia",7
"876","BARI","LM Data","Data Science",2022,"Things","Puglia",7
"877","Politecnico di BARI","LM Data","Trasformazione Digitale",2022,"Trasformazione Digitale","Puglia",7
"878","BOLOGNA","LMG/01","GIURISPRUDENZA",2022,"Trasformazione Digitale","Emilia-Romagna",4
"879","BOLOGNA","LM-16","Mercato energetico rinnovabile e Finanza",2022,"Tecnologie Ingegneristiche","Emilia-Romagna",4
"880","BOLOGNA","LM-63","Governance e politiche dell’innovazione digitale",2022,"Trasformazione Digitale","Emilia-Romagna",4
"881","BOLOGNA","LM-77","Management internazionale",2022,"Trasformazione Digitale","Emilia-Romagna",4
"882","BOLOGNA","LM-91","Gestione della trasformazione digitale",2022,"Trasformazione Digitale","Emilia-Romagna",4
"883","Libera Università di BOLZANO","L-31","Informatica e Management delle Aziende digitali",2022,"Trasformazione Digitale","Trentino-Alto Adige",2
"884","BRESCIA","L-8","Ingegneria delle tecnologie per l'impresa digitale",2022,"Trasformazione Digitale","Lombardia",13
"885","CAGLIARI","LM-18","Informatica",2022,"Things","Sardegna",2
"886","CAGLIARI","LM-91","Data Science, Business Analytics e Innovazione",2022,"Marketing Digitale","Sardegna",2
"887","della CALABRIA","LM-43","Gestione e Conservazione dei Documenti digitali",2022,"Competenze Digitali","Calabria",4
"888","CAMERINO","L-31","Informatica per la Comunicazione Digitale",2022,"Trasformazione Digitale","Marche",4
"889","CAMERINO","L/GASTR","Scienze gastronomiche",2022,"Scienze Delle Produzioni","Marche",4
"890","CAMERINO","L/GASTR","Scienze gastronomiche",2022,"Scienze Gastronomiche","Marche",4
"891","CASSINO e LAZIO MERIDIONALE","LM-89","Metodi e tecnologie per il patrimonio culturale",2022,"Competenze Digitali","Lazio",11
"892","CHIETI-PESCARA","LM-77","Marketing Digitale",2022,"Marketing Digitale","Abruzzo",3
"893","CHIETI-PESCARA","LM/SC-GIUR","Scienze Giuridiche per l'internazionalizzazione e l'innovazione dell'impresa",2022,"Marketing Digitale","Abruzzo",3
"894","FIRENZE","LM-31","Ingegneria Gestionale",2022,"Trasformazione Digitale","Toscana",4
"895","FOGGIA","L-20","COMUNICAZIONE, RELAZIONI PUBBLICHE E TECNOLOGIE DIGITALI",2022,"Competenze Digitali","Puglia",7
"896","FOGGIA","LM-91","INNOVAZIONE DIGITALE E COMUNICAZIONE",2022,"Competenze Digitali","Puglia",7
"897","GENOVA","LM/DS","Tecnologie ingegneristiche per le strategie (e la sicurezza)",2022,"Tecnologie Ingegneristiche","Liguria",1
"898","INSUBRIA","L-18","ECONOMIA E MANAGEMENT DELL'INNOVAZIONE E DELLA SOSTENIBILITA'",2022,"Competenze Digitali","Lombardia",13
"899","L'AQUILA","LM-32","INGEGNERIA INFORMATICA",2022,"Things","Abruzzo",3
"900","MACERATA","L-P03","Umanesimo digitale: sistemi multimediali intelligenti per le digital humanities",2022,"Trasformazione Digitale","Marche",4
"901","MILANO","LM-79","Geofisica",2022,"Competenze Digitali","Lombardia",13
"902","Politecnico di MILANO","LM-32","Ingegneria del calcolo ad alte prestazioni",2022,"Trasformazione Digitale","Lombardia",13
"903","IULM - MILANO","LM-59","Marketing, consumi e comunicazione",2022,"Marketing Digitale","Lombardia",13
"904","MODENA e REGGIO EMILIA","L-18","Marketing digitale",2022,"Marketing Digitale","Emilia-Romagna",4
"905","MODENA e REGGIO EMILIA","L-P03","Tecnologie per l'Industria Intelligente",2022,"Competenze Digitali","Emilia-Romagna",4
"906","MODENA e REGGIO EMILIA","LM-77","International Management",2022,"Trasformazione Digitale","Emilia-Romagna",4
"907","MOLISE","L-20","Scienze della comunicazione",2022,"Competenze Digitali","Molise",1
"908","Napoli Federico II","L-7","Ingegneria delle Infrastrutture e Servizi",2022,"Competenze Digitali","Campania",10
"909","Napoli Federico II","LM-41","Medicina e chirurgia",2022,"Tecnologie Ingegneristiche","Campania",10
"910","Napoli Federico II","LM-88","Innovazione sociale",2022,"Competenze Digitali","Campania",10
"911","CAMPANIA - ""L. VANVITELLI""","L-18","Economia Aziendale",2022,"Trasformazione Digitale","Campania",10
"912","CAMPANIA - ""L. VANVITELLI""","LM-77","ECONOMIA E MANAGEMENT",2022,"Marketing Digitale","Campania",10
"913","""Parthenope"" di NAPOLI","LM-77","Management della Moda, dell'Arte e del Cibo",2022,"Trasformazione Digitale","Campania",10
"914","PADOVA","LM-27","ICT for Internet and multimedia - Ingegneria per le Comunicazioni Multimediali e Internet",2022,"Things","Lombardia",13
"915","PADOVA","LM-31","Ingegneria gestionale",2022,"Trasformazione Digitale","Lombardia",13
"916","PADOVA","LM-50","Management dei servizi educativi e Formazione continua",2022,"Competenze Digitali","Lombardia",13
"917","PALERMO","L-8","Ingegneria Elettronica",2022,"Things","Sicilia",4
"918","PALERMO","LM-21","Ingegneria Biomedica",2022,"Things","Sicilia",4
